【#浙江宁波新增7例确诊#】浙江省宁波市通报：今天上午，宁波市北仑区通报1例新冠肺炎确诊病例以来，北仑区启动了大规模核酸检测工作。截至22时，北仑区又检出阳性感染者6例，均为在封控区内主动筛查发现，已被诊断为新冠肺炎确诊病例（轻型）。至此，宁波北仑本轮疫情已累计报告7例确诊病例。?展开全文c,国家应急广播,01月01日22:56?来自微博weibo.com,https://weibo.com/3349909324?refer_flag=1001030103_,4.72096E+15,3349909324,刚才不是还6吗。怎么变7了,2022/1/1 22:58,995未来可期
2022年1月1日认命是一种觉悟！站在这个如此美好的字眼面前，一个个明天像跳动的音符，熠熠闪光令人充满遐想，虽然已经过了六十岁，好奇的心一如从前的那个少年，没有被岁月磨损丝毫。转过头回望，往事如调皮的孩童躲藏在虚掩的大门之后。搁笔一年半有余，过去的一年里你都做了些什么？猛?展开全文c,秋水自若,01月01日22:54?来自nova8我由我掌镜,https://weibo.com/2683475213?refer_flag=1001030103_,4.72096E+15,2683475213,新年快乐[鲜花],2022/1/2 14:42,夏梦琬珺
2022年1月1日认命是一种觉悟！站在这个如此美好的字眼面前，一个个明天像跳动的音符，熠熠闪光令人充满遐想，虽然已经过了六十岁，好奇的心一如从前的那个少年，没有被岁月磨损丝毫。转过头回望，往事如调皮的孩童躲藏在虚掩的大门之后。搁笔一年半有余，过去的一年里你都做了些什么？猛?展开全文c,秋水自若,01月01日22:54?来自nova8我由我掌镜,https://weibo.com/2683475213?refer_flag=1001030103_,4.72096E+15,2683475213,老师好！[鲜花]和您是一样的心情，大气候所限，现在只有靠着翻看以前旅行的照片，回味旅行的美好,2022/1/10 16:44,张秦棋
2022年1月1日认命是一种觉悟！站在这个如此美好的字眼面前，一个个明天像跳动的音符，熠熠闪光令人充满遐想，虽然已经过了六十岁，好奇的心一如从前的那个少年，没有被岁月磨损丝毫。转过头回望，往事如调皮的孩童躲藏在虚掩的大门之后。搁笔一年半有余，过去的一年里你都做了些什么？猛?展开全文c,秋水自若,01月01日22:54?来自nova8我由我掌镜,https://weibo.com/2683475213?refer_flag=1001030103_,4.72096E+15,2683475213,与自己和解，过好自己的日子，谁先觉悟，谁先得到幸福。[可爱][good],2022/1/6 8:25,悠然札记
2022年1月1日认命是一种觉悟！站在这个如此美好的字眼面前，一个个明天像跳动的音符，熠熠闪光令人充满遐想，虽然已经过了六十岁，好奇的心一如从前的那个少年，没有被岁月磨损丝毫。转过头回望，往事如调皮的孩童躲藏在虚掩的大门之后。搁笔一年半有余，过去的一年里你都做了些什么？猛?展开全文c,秋水自若,01月01日22:54?来自nova8我由我掌镜,https://weibo.com/2683475213?refer_flag=1001030103_,4.72096E+15,2683475213,新年快乐！[鲜花],2022/1/1 23:41,湖心如月2013
2022年1月1日认命是一种觉悟！站在这个如此美好的字眼面前，一个个明天像跳动的音符，熠熠闪光令人充满遐想，虽然已经过了六十岁，好奇的心一如从前的那个少年，没有被岁月磨损丝毫。转过头回望，往事如调皮的孩童躲藏在虚掩的大门之后。搁笔一年半有余，过去的一年里你都做了些什么？猛?展开全文c,秋水自若,01月01日22:54?来自nova8我由我掌镜,https://weibo.com/2683475213?refer_flag=1001030103_,4.72096E+15,2683475213,[good][good][good],2022/1/1 23:21,池荷想月
2022年1月1日认命是一种觉悟！站在这个如此美好的字眼面前，一个个明天像跳动的音符，熠熠闪光令人充满遐想，虽然已经过了六十岁，好奇的心一如从前的那个少年，没有被岁月磨损丝毫。转过头回望，往事如调皮的孩童躲藏在虚掩的大门之后。搁笔一年半有余，过去的一年里你都做了些什么？猛?展开全文c,秋水自若,01月01日22:54?来自nova8我由我掌镜,https://weibo.com/2683475213?refer_flag=1001030103_,4.72096E+15,2683475213,新年快乐[鲜花],2022/1/1 23:20,池荷想月
#海口发布疫情防控最新提醒#【中高风险或涉疫地区人员来（返）海口须报备】当前，全球新冠疫情仍处于大流行态势，国内时有本土疫情发生，疫情防控形势依然严峻。元旦春节期间，人员流动增大，为做好疫情防控工作，保护市民身体健康，海口市健康教育所提醒您：一、中高风险或涉疫地区来（返）海口要提?展开全文c,新海南,01月01日22:54?来自微博weibo.com,https://weibo.com/7418517114?refer_flag=1001030103_,4.72096E+15,7418517114,请问什么是涉疫地区啊，查也查不到,01月02日 11:58,盐酸帕罗鑫汀
#海口发布疫情防控最新提醒#【中高风险或涉疫地区人员来（返）海口须报备】当前，全球新冠疫情仍处于大流行态势，国内时有本土疫情发生，疫情防控形势依然严峻。元旦春节期间，人员流动增大，为做好疫情防控工作，保护市民身体健康，海口市健康教育所提醒您：一、中高风险或涉疫地区来（返）海口要提?展开全文c,新海南,01月01日22:54?来自微博weibo.com,https://weibo.com/7418517114?refer_flag=1001030103_,4.72096E+15,7418517114,请问什么是涉疫地区啊，查也查不到[允悲],2022/1/2 11:58,盐酸帕罗鑫汀
【宁波本轮疫情病毒为德尔塔AY.57进化分支】据2022年1月1日晚宁波市新冠肺炎疫情防控工作新闻发布会消息，宁波本轮疫情确诊病例毒株基因组测序结果为德尔塔AY.57病株进化分支。经比对分析，该病毒病株与镇海区、上虞区疫情的进化分支不一致，排除来自上述地区的嫌疑，与近期越南发现的病例基因相似。?,新闻晨报,01月01日22:53?来自微博weibo.com,https://weibo.com/1314608344?refer_flag=1001030103_,4.72096E+15,1314608344,越南？港口传播的？隐匿有段时间了吧？,01月01日 22:58,铜锣山下农夫
【宁波本轮疫情病毒为德尔塔AY.57进化分支】据2022年1月1日晚宁波市新冠肺炎疫情防控工作新闻发布会消息，宁波本轮疫情确诊病例毒株基因组测序结果为德尔塔AY.57病株进化分支。经比对分析，该病毒病株与镇海区、上虞区疫情的进化分支不一致，排除来自上述地区的嫌疑，与近期越南发现的病例基因相似。?,新闻晨报,01月01日22:53?来自微博weibo.com,https://weibo.com/1314608344?refer_flag=1001030103_,4.72096E+15,1314608344,国外入境的希望能隔离28天,01月02日 10:11,Eminem918
【宁波本轮疫情病毒为德尔塔AY.57进化分支】据2022年1月1日晚宁波市新冠肺炎疫情防控工作新闻发布会消息，宁波本轮疫情确诊病例毒株基因组测序结果为德尔塔AY.57病株进化分支。经比对分析，该病毒病株与镇海区、上虞区疫情的进化分支不一致，排除来自上述地区的嫌疑，与近期越南发现的病例基因相似。?,新闻晨报,01月01日22:53?来自微博weibo.com,https://weibo.com/1314608344?refer_flag=1001030103_,4.72096E+15,1314608344,源头呢,01月01日 23:44,国民教育陈朝晖
【宁波本轮疫情病毒为德尔塔AY.57进化分支】据2022年1月1日晚宁波市新冠肺炎疫情防控工作新闻发布会消息，宁波本轮疫情确诊病例毒株基因组测序结果为德尔塔AY.57病株进化分支。经比对分析，该病毒病株与镇海区、上虞区疫情的进化分支不一致，排除来自上述地区的嫌疑，与近期越南发现的病例基因相似。?,新闻晨报,01月01日22:53?来自微博weibo.com,https://weibo.com/1314608344?refer_flag=1001030103_,4.72096E+15,1314608344,哪来的？,01月01日 22:57,边看边说
【宁波本轮疫情病毒为德尔塔AY.57进化分支】据2022年1月1日晚宁波市新冠肺炎疫情防控工作新闻发布会消息，宁波本轮疫情确诊病例毒株基因组测序结果为德尔塔AY.57病株进化分支。经比对分析，该病毒病株与镇海区、上虞区疫情的进化分支不一致，排除来自上述地区的嫌疑，与近期越南发现的病例基因相似。?,新闻晨报,01月01日22:53?来自微博weibo.com,https://weibo.com/1314608344?refer_flag=1001030103_,4.72096E+15,1314608344,申洲公司越南有工厂。。。,01月01日 23:17,紫蜻蜓
【宁波本轮疫情病毒为德尔塔AY.57进化分支】据2022年1月1日晚宁波市新冠肺炎疫情防控工作新闻发布会消息，宁波本轮疫情确诊病例毒株基因组测序结果为德尔塔AY.57病株进化分支。经比对分析，该病毒病株与镇海区、上虞区疫情的进化分支不一致，排除来自上述地区的嫌疑，与近期越南发现的病例基因相似。?,新闻晨报,01月01日22:53?来自微博weibo.com,https://weibo.com/1314608344?refer_flag=1001030103_,4.72096E+15,1314608344,咋传进来的？,01月01日 22:55,小小华荣的老国王
【宁波本轮疫情病毒为德尔塔AY.57进化分支】据2022年1月1日晚宁波市新冠肺炎疫情防控工作新闻发布会消息，宁波本轮疫情确诊病例毒株基因组测序结果为德尔塔AY.57病株进化分支。经比对分析，该病毒病株与镇海区、上虞区疫情的进化分支不一致，排除来自上述地区的嫌疑，与近期越南发现的病例基因相似。?,新闻晨报,01月01日22:53?来自微博weibo.com,https://weibo.com/1314608344?refer_flag=1001030103_,4.72096E+15,1314608344,越南？港口传播的？隐匿有段时间了吧？,2022/1/1 22:58,铜锣山下农夫
【宁波本轮疫情病毒为德尔塔AY.57进化分支】据2022年1月1日晚宁波市新冠肺炎疫情防控工作新闻发布会消息，宁波本轮疫情确诊病例毒株基因组测序结果为德尔塔AY.57病株进化分支。经比对分析，该病毒病株与镇海区、上虞区疫情的进化分支不一致，排除来自上述地区的嫌疑，与近期越南发现的病例基因相似。?,新闻晨报,01月01日22:53?来自微博weibo.com,https://weibo.com/1314608344?refer_flag=1001030103_,4.72096E+15,1314608344,国外入境的希望能隔离28天,2022/1/2 10:11,Eminem918
【宁波本轮疫情病毒为德尔塔AY.57进化分支】据2022年1月1日晚宁波市新冠肺炎疫情防控工作新闻发布会消息，宁波本轮疫情确诊病例毒株基因组测序结果为德尔塔AY.57病株进化分支。经比对分析，该病毒病株与镇海区、上虞区疫情的进化分支不一致，排除来自上述地区的嫌疑，与近期越南发现的病例基因相似。?,新闻晨报,01月01日22:53?来自微博weibo.com,https://weibo.com/1314608344?refer_flag=1001030103_,4.72096E+15,1314608344,源头呢,2022/1/1 23:44,国民教育陈朝晖
【宁波本轮疫情病毒为德尔塔AY.57进化分支】据2022年1月1日晚宁波市新冠肺炎疫情防控工作新闻发布会消息，宁波本轮疫情确诊病例毒株基因组测序结果为德尔塔AY.57病株进化分支。经比对分析，该病毒病株与镇海区、上虞区疫情的进化分支不一致，排除来自上述地区的嫌疑，与近期越南发现的病例基因相似。?,新闻晨报,01月01日22:53?来自微博weibo.com,https://weibo.com/1314608344?refer_flag=1001030103_,4.72096E+15,1314608344,哪来的？,2022/1/1 22:57,边看边说
【宁波本轮疫情病毒为德尔塔AY.57进化分支】据2022年1月1日晚宁波市新冠肺炎疫情防控工作新闻发布会消息，宁波本轮疫情确诊病例毒株基因组测序结果为德尔塔AY.57病株进化分支。经比对分析，该病毒病株与镇海区、上虞区疫情的进化分支不一致，排除来自上述地区的嫌疑，与近期越南发现的病例基因相似。?,新闻晨报,01月01日22:53?来自微博weibo.com,https://weibo.com/1314608344?refer_flag=1001030103_,4.72096E+15,1314608344,申洲公司越南有工厂。。。,2022/1/1 23:17,紫蜻蜓
【宁波本轮疫情病毒为德尔塔AY.57进化分支】据2022年1月1日晚宁波市新冠肺炎疫情防控工作新闻发布会消息，宁波本轮疫情确诊病例毒株基因组测序结果为德尔塔AY.57病株进化分支。经比对分析，该病毒病株与镇海区、上虞区疫情的进化分支不一致，排除来自上述地区的嫌疑，与近期越南发现的病例基因相似。?,新闻晨报,01月01日22:53?来自微博weibo.com,https://weibo.com/1314608344?refer_flag=1001030103_,4.72096E+15,1314608344,咋传进来的？,2022/1/1 22:55,小小华荣的老国王
【宁波本轮疫情病毒为德尔塔AY.57进化分支】据2022年1月1日晚宁波市新冠肺炎疫情防控工作新闻发布会消息，宁波本轮疫情确诊病例毒株基因组测序结果为德尔塔AY.57病株进化分支。经比对分析，该病毒病株与镇海区、上虞区疫情的进化分支不一致，排除来自上述地区的嫌疑，与近期越南发现的病例基因相似。?,新闻晨报,01月01日22:53?来自微博weibo.com,https://weibo.com/1314608344?refer_flag=1001030103_,4.72096E+15,1314608344,就是说很可能跟那批进口火龙果有关喽？？,2022/1/1 22:58,公益养老史话
【#宁波北仑新增6例确诊#】据@央视新闻报道：2022年1月1日22时30分，浙江省宁波市召开的新冠肺炎疫情防控工作新闻发布会上通报，1月1日上午宁波市北仑区通报一例新冠肺炎确诊病例以来，宁波市北仑区启动了大规模核酸检测工作，截至22时，累计采样38.53万人份，已出报告12570人份，检出阳性感染者6例，?展开全文c,思茅微博-中国茶城,01月01日22:53?来自iPhone客户端,https://weibo.com/3316903742?refer_flag=1001030103_,4.72096E+15,3316903742,加油,2022/1/1 22:54,小青龙它die
【西安#医生提醒警惕抗疫时期味觉嗅觉突变#，有助于新冠感染者早发现】近一周以来，西安的疫情发展迅速，疫情防控形势依旧严峻复杂。据西安交大二附院耳鼻咽喉头颈外科专家介绍，多项关于新冠肺炎的研究显示：新发的嗅觉味觉改变是新冠肺炎的临床症状之一，在我国第八版新冠肺炎诊疗方案（修订版）中指?展开全文c,新闻晨报,01月01日22:52?来自微博weibo.com,https://weibo.com/1314608344?refer_flag=1001030103_,4.72096E+15,1314608344,每天闻一下钞票的味道,01月01日 23:56,Mec-
【西安#医生提醒警惕抗疫时期味觉嗅觉突变#，有助于新冠感染者早发现】近一周以来，西安的疫情发展迅速，疫情防控形势依旧严峻复杂。据西安交大二附院耳鼻咽喉头颈外科专家介绍，多项关于新冠肺炎的研究显示：新发的嗅觉味觉改变是新冠肺炎的临床症状之一，在我国第八版新冠肺炎诊疗方案（修订版）中指?展开全文c,新闻晨报,01月01日22:52?来自微博weibo.com,https://weibo.com/1314608344?refer_flag=1001030103_,4.72096E+15,1314608344,这些症状和感冒一样。这个专家也太能把简单的问题复杂化了。当人味觉和嗅觉失效时，吃饭的时候就发现了，很简单。。,01月01日 23:57,泡芙家的小哥哥
【西安#医生提醒警惕抗疫时期味觉嗅觉突变#，有助于新冠感染者早发现】近一周以来，西安的疫情发展迅速，疫情防控形势依旧严峻复杂。据西安交大二附院耳鼻咽喉头颈外科专家介绍，多项关于新冠肺炎的研究显示：新发的嗅觉味觉改变是新冠肺炎的临床症状之一，在我国第八版新冠肺炎诊疗方案（修订版）中指?展开全文c,新闻晨报,01月01日22:52?来自微博weibo.com,https://weibo.com/1314608344?refer_flag=1001030103_,4.72096E+15,1314608344,每天闻一下钞票的味道[奥特曼],2022/1/1 23:56,Mec-
【西安#医生提醒警惕抗疫时期味觉嗅觉突变#，有助于新冠感染者早发现】近一周以来，西安的疫情发展迅速，疫情防控形势依旧严峻复杂。据西安交大二附院耳鼻咽喉头颈外科专家介绍，多项关于新冠肺炎的研究显示：新发的嗅觉味觉改变是新冠肺炎的临床症状之一，在我国第八版新冠肺炎诊疗方案（修订版）中指?展开全文c,新闻晨报,01月01日22:52?来自微博weibo.com,https://weibo.com/1314608344?refer_flag=1001030103_,4.72096E+15,1314608344,这些症状和感冒一样。这个专家也太能把简单的问题复杂化了。当人味觉和嗅觉失效时，吃饭的时候就发现了，很简单。。 ,2022/1/1 23:57,泡芙家的小哥哥
#浙江宁波新增7例确诊#【#宁波本轮疫情病毒为德尔塔AY.57进化分支#】据2022年1月1日晚宁波市新冠肺炎疫情防控工作新闻发布会消息，宁波本轮疫情确诊病例毒株基因组测序结果为#德尔塔AY.57病株进化分支#。经比对分析，该病毒病株与镇海区、上虞区疫情的进化分支不一致，排除来自上述地区的嫌疑，与近期?展开全文c,北京头条,01月01日22:52,https://weibo.com/1644948230?refer_flag=1001030103_,4.72096E+15,1644948230,又来了……,01月01日 22:59,Prince_Kent
#浙江宁波新增7例确诊#【#宁波本轮疫情病毒为德尔塔AY.57进化分支#】据2022年1月1日晚宁波市新冠肺炎疫情防控工作新闻发布会消息，宁波本轮疫情确诊病例毒株基因组测序结果为#德尔塔AY.57病株进化分支#。经比对分析，该病毒病株与镇海区、上虞区疫情的进化分支不一致，排除来自上述地区的嫌疑，与近期?展开全文c,北京头条,01月01日22:52,https://weibo.com/1644948230?refer_flag=1001030103_,4.72096E+15,1644948230,,01月01日 22:52,南极刺猬1209
#浙江宁波新增7例确诊#【#宁波本轮疫情病毒为德尔塔AY.57进化分支#】据2022年1月1日晚宁波市新冠肺炎疫情防控工作新闻发布会消息，宁波本轮疫情确诊病例毒株基因组测序结果为#德尔塔AY.57病株进化分支#。经比对分析，该病毒病株与镇海区、上虞区疫情的进化分支不一致，排除来自上述地区的嫌疑，与近期?展开全文c,北京头条,01月01日22:52,https://weibo.com/1644948230?refer_flag=1001030103_,4.72096E+15,1644948230,所以源头是越南火龙果嘛？,01月02日 08:39,柒柒是妖
#浙江宁波新增7例确诊#【#宁波本轮疫情病毒为德尔塔AY.57进化分支#】据2022年1月1日晚宁波市新冠肺炎疫情防控工作新闻发布会消息，宁波本轮疫情确诊病例毒株基因组测序结果为#德尔塔AY.57病株进化分支#。经比对分析，该病毒病株与镇海区、上虞区疫情的进化分支不一致，排除来自上述地区的嫌疑，与近期?展开全文c,北京头条,01月01日22:52,https://weibo.com/1644948230?refer_flag=1001030103_,4.72096E+15,1644948230,又来了……,2022/1/1 22:59,Prince_Kent
#浙江宁波新增7例确诊#【#宁波本轮疫情病毒为德尔塔AY.57进化分支#】据2022年1月1日晚宁波市新冠肺炎疫情防控工作新闻发布会消息，宁波本轮疫情确诊病例毒株基因组测序结果为#德尔塔AY.57病株进化分支#。经比对分析，该病毒病株与镇海区、上虞区疫情的进化分支不一致，排除来自上述地区的嫌疑，与近期?展开全文c,北京头条,01月01日22:52,https://weibo.com/1644948230?refer_flag=1001030103_,4.72096E+15,1644948230,[泪],2022/1/1 22:52,南极刺猬1209
#浙江宁波新增7例确诊#【#宁波本轮疫情病毒为德尔塔AY.57进化分支#】据2022年1月1日晚宁波市新冠肺炎疫情防控工作新闻发布会消息，宁波本轮疫情确诊病例毒株基因组测序结果为#德尔塔AY.57病株进化分支#。经比对分析，该病毒病株与镇海区、上虞区疫情的进化分支不一致，排除来自上述地区的嫌疑，与近期?展开全文c,北京头条,01月01日22:52,https://weibo.com/1644948230?refer_flag=1001030103_,4.72096E+15,1644948230,所以源头是越南火龙果嘛？,2022/1/2 8:39,柒柒是妖
#浙江宁波新增7例确诊#【#宁波本轮疫情病毒为德尔塔AY.57进化分支#】据2022年1月1日晚宁波市新冠肺炎疫情防控工作新闻发布会消息，宁波本轮疫情确诊病例毒株基因组测序结果为#德尔塔AY.57病株进化分支#。经比对分析，该病毒病株与镇海区、上虞区疫情的进化分支不一致，排除来自上述地区的嫌疑，与近期?展开全文c,北京头条,01月01日22:52,https://weibo.com/1644948230?refer_flag=1001030103_,4.72096E+15,1644948230,哇 什么时候才是个头啊,2022/1/1 22:52,奔跑的东东东东东
实时播报：【新年第一天泰国入境旅客新冠病毒阳性检出率激增】当地时间2022年1月2日，泰国新冠肺炎疫情管理中心通报，1月1日共7585名国际旅客入境泰国，在入境旅客中检出新冠病毒感染病例148例，占比1.95%。这是泰国自2021年11月1日重开国门恢复接待国际游客以来，入境旅客新冠病毒阳性检出率最高的一?展开全文c,快兰斯24小时财经直播,01月02日22:59?来自微博weibo.com,https://weibo.com/5051077448?refer_flag=1001030103_,4.72133E+15,5051077448,病毒潮之下又得封国了,01月03日 00:51,李善华的微博2
实时播报：【新年第一天泰国入境旅客新冠病毒阳性检出率激增】当地时间2022年1月2日，泰国新冠肺炎疫情管理中心通报，1月1日共7585名国际旅客入境泰国，在入境旅客中检出新冠病毒感染病例148例，占比1.95%。这是泰国自2021年11月1日重开国门恢复接待国际游客以来，入境旅客新冠病毒阳性检出率最高的一?展开全文c,快兰斯24小时财经直播,01月02日22:59?来自微博weibo.com,https://weibo.com/5051077448?refer_flag=1001030103_,4.72133E+15,5051077448,病毒潮之下又得封国了,2022/1/3 0:51,李善华的微博2
南阳市卧龙区龙王沟风景区相关人员核酸检测结果均为阴性#南阳疫情##洛阳一阳性病例参加200余人婚礼#2021年12月31日，洛阳市新安县何某某确诊为无症状感染者。当晚8时许，接上级通知，何某某12月24日至25日在南阳市卧龙区龙王沟风景区有活动轨迹。经查，12月24日17时至25日14时，何某某在龙王沟风景?展开全文c,拓客老兵,01月02日22:57?来自HUAWEIMate40Pro,https://weibo.com/6140374529?refer_flag=1001030103_,4.72133E+15,6140374529,66人，本来200多人，还有130多人是哪的呀,01月03日 08:39,mzwgj1736
南阳市卧龙区龙王沟风景区相关人员核酸检测结果均为阴性#南阳疫情##洛阳一阳性病例参加200余人婚礼#2021年12月31日，洛阳市新安县何某某确诊为无症状感染者。当晚8时许，接上级通知，何某某12月24日至25日在南阳市卧龙区龙王沟风景区有活动轨迹。经查，12月24日17时至25日14时，何某某在龙王沟风景?展开全文c,拓客老兵,01月02日22:57?来自HUAWEIMate40Pro,https://weibo.com/6140374529?refer_flag=1001030103_,4.72133E+15,6140374529,66人，本来200多人，还有130多人是哪的呀[泪][泪][泪][泪],2022/1/3 8:39,mzwgj1736
实时播报：【法国将美国列入新冠疫情高风险“红色名单”】据外媒报道，当地时间1月2日，法国将美国加入新冠疫情高风险“红色名单”的规定正式生效。最新的规定显示，所有未接种新冠疫苗的美国旅客在入境法国时必须接受10天的隔离。此外，对从美国入境法国的已完成新冠疫苗接种人群，其在登机前仍需出?展开全文c,快兰斯24小时财经直播,01月02日22:57?来自微博weibo.com,https://weibo.com/5051077448?refer_flag=1001030103_,4.72133E+15,5051077448,,01月02日 23:36,长夏江村微雨落
实时播报：【法国将美国列入新冠疫情高风险“红色名单”】据外媒报道，当地时间1月2日，法国将美国加入新冠疫情高风险“红色名单”的规定正式生效。最新的规定显示，所有未接种新冠疫苗的美国旅客在入境法国时必须接受10天的隔离。此外，对从美国入境法国的已完成新冠疫苗接种人群，其在登机前仍需出?展开全文c,快兰斯24小时财经直播,01月02日22:57?来自微博weibo.com,https://weibo.com/5051077448?refer_flag=1001030103_,4.72133E+15,5051077448,[汗],2022/1/2 23:36,长夏江村微雨落
方方为啥还在活蹦乱跳？自2020年新冠疫情在我国肆虐开始，无数的英雄中华儿女向死而生，勇敢逆行，同病毒展开了殊死搏斗，取得了抗疫的根本性胜利。作为公知，作为享受国家俸禄的方方，却将刀尖向内，不断在国人的心口上撩刺，不断在伤口上撒盐，时过两年，本以为会受到严惩，本以为会消停，本以为?展开全文c,华夏铸军魂,01月02日22:55,https://weibo.com/5855598209?refer_flag=1001030103_,4.72133E+15,5855598209,为啥公知还能拿到国家报酬,01月03日 03:59,胶州街拍
