病毒为什么会在市场中爆发，非典和新冠肺炎所发生的节点都认为是动物传播，真正确认了吗？病毒对动物无伤害却对人致命伤害为什么？如何会变异成这样？这些疑问必须解开才行。基因战会是最低价的战争来毁灭一个种族，黑恶势力一个实验室就能做到，警惕吧，二十一世纪为什么大疫情都发生在中国？/?展开c,清风之唿,2020年02月02日06:58?来自HUAWEIMate9,https://weibo.com/3496452634?refer_flag=1001030103_,4.47E+15,3496452634,明白人,2020/2/2 7:10,Itsa傻傻的灰
新冠肺炎疫情过后，建议把华南海鲜市场原址建设中国武汉2019-nCoV病毒感染事件纪念馆，把事件案例展示出来，警示后人！！！?,岳北空间,2020年02月02日06:46?来自iPhone客户端,https://weibo.com/2264075610?refer_flag=1001030103_,4.47E+15,2264075610,@胡锡进 疫情过后，建立一个新冠肺炎事件纪念馆吧，警示后人！！！,2020/2/7 11:34,岳北空间
#新冠肺炎最新动态#【#山西新增8例累计确诊74例#】2020年2月3日0时至24时，山西省报告新型冠状病毒感染的肺炎新增确诊病例8例。其中：晋中市4例（平遥县4例），运城市3例（新绛县2例，河津市1例），晋城市1例（沁水县1例）。新增疑似病例21例。截至2月3日24时，山西省11个市累计报告新型冠状病?展开c,人民网,2020年02月04日06:59?来自搜狗高速浏览器,https://weibo.com/2286908003?refer_flag=1001030103_,4.47E+15,2286908003,每天看到数字，心里就有点不舒服，但愿人间无疾苦，天佑中华???,2020年02月04日 06:59,buycolas
#新冠肺炎最新动态#【#山西新增8例累计确诊74例#】2020年2月3日0时至24时，山西省报告新型冠状病毒感染的肺炎新增确诊病例8例。其中：晋中市4例（平遥县4例），运城市3例（新绛县2例，河津市1例），晋城市1例（沁水县1例）。新增疑似病例21例。截至2月3日24时，山西省11个市累计报告新型冠状病?展开c,人民网,2020年02月04日06:59?来自搜狗高速浏览器,https://weibo.com/2286908003?refer_flag=1001030103_,4.47E+15,2286908003,大同同煤下井工人已经上班好几天了，每天单位更衣室人挤人换衣服，工作完还需要大澡堂一堆人洗澡，这种地方又不能戴口罩，真的很担心了...怎么办...,2020/2/4 7:15,小鱼干呐201206
#新冠肺炎最新动态#【#山西新增8例累计确诊74例#】2020年2月3日0时至24时，山西省报告新型冠状病毒感染的肺炎新增确诊病例8例。其中：晋中市4例（平遥县4例），运城市3例（新绛县2例，河津市1例），晋城市1例（沁水县1例）。新增疑似病例21例。截至2月3日24时，山西省11个市累计报告新型冠状病?展开c,人民网,2020年02月04日06:59?来自搜狗高速浏览器,https://weibo.com/2286908003?refer_flag=1001030103_,4.47E+15,2286908003,看看平遥吧，一个县而已，这么多人，请求支援啊,2020/2/4 7:18,请叫我小孟m
#新冠肺炎最新动态#【#山西新增8例累计确诊74例#】2020年2月3日0时至24时，山西省报告新型冠状病毒感染的肺炎新增确诊病例8例。其中：晋中市4例（平遥县4例），运城市3例（新绛县2例，河津市1例），晋城市1例（沁水县1例）。新增疑似病例21例。截至2月3日24时，山西省11个市累计报告新型冠状病?展开c,人民网,2020年02月04日06:59?来自搜狗高速浏览器,https://weibo.com/2286908003?refer_flag=1001030103_,4.47E+15,2286908003,就想问问天天让大众上班出行戴口罩，能不能先保证大伙都能买到普通外科口罩,2020/2/4 7:03,crystal000111
#新冠肺炎最新动态#【#山西新增8例累计确诊74例#】2020年2月3日0时至24时，山西省报告新型冠状病毒感染的肺炎新增确诊病例8例。其中：晋中市4例（平遥县4例），运城市3例（新绛县2例，河津市1例），晋城市1例（沁水县1例）。新增疑似病例21例。截至2月3日24时，山西省11个市累计报告新型冠状病?展开c,人民网,2020年02月04日06:59?来自搜狗高速浏览器,https://weibo.com/2286908003?refer_flag=1001030103_,4.47E+15,2286908003,晋中挺住，如果数据准确的话，看起来防护的不错没有在平遥以外扩散！当然平遥也要保佑啊,2020/2/4 7:23,花月三一
#新冠肺炎最新动态#【#山西新增8例累计确诊74例#】2020年2月3日0时至24时，山西省报告新型冠状病毒感染的肺炎新增确诊病例8例。其中：晋中市4例（平遥县4例），运城市3例（新绛县2例，河津市1例），晋城市1例（沁水县1例）。新增疑似病例21例。截至2月3日24时，山西省11个市累计报告新型冠状病?展开c,人民网,2020年02月04日06:59?来自搜狗高速浏览器,https://weibo.com/2286908003?refer_flag=1001030103_,4.47E+15,2286908003,我大山西最近也进入爆发期了[失望],2020/2/4 7:01,叁Wishes
#新冠肺炎最新动态#【#山西新增8例累计确诊74例#】2020年2月3日0时至24时，山西省报告新型冠状病毒感染的肺炎新增确诊病例8例。其中：晋中市4例（平遥县4例），运城市3例（新绛县2例，河津市1例），晋城市1例（沁水县1例）。新增疑似病例21例。截至2月3日24时，山西省11个市累计报告新型冠状病?展开c,人民网,2020年02月04日06:59?来自搜狗高速浏览器,https://weibo.com/2286908003?refer_flag=1001030103_,4.47E+15,2286908003,山西省临汾市建设局现在还是天天上班，每天开会，开会规模都是几十人的会议，并且不戴口罩，,2020/2/4 8:12,好名字都被你们占了我叫什么
#新冠肺炎最新动态#【#山西新增8例累计确诊74例#】2020年2月3日0时至24时，山西省报告新型冠状病毒感染的肺炎新增确诊病例8例。其中：晋中市4例（平遥县4例），运城市3例（新绛县2例，河津市1例），晋城市1例（沁水县1例）。新增疑似病例21例。截至2月3日24时，山西省11个市累计报告新型冠状病?展开c,人民网,2020年02月04日06:59?来自搜狗高速浏览器,https://weibo.com/2286908003?refer_flag=1001030103_,4.47E+15,2286908003,希望山西好多地方千万别隐瞒，确诊病例出现得多没有关系，这样才能真正让大家了解和真正让疫情可控???,2020/2/4 10:14,喜欢土豆的兜兜
#新冠肺炎最新动态#【#山西新增8例累计确诊74例#】2020年2月3日0时至24时，山西省报告新型冠状病毒感染的肺炎新增确诊病例8例。其中：晋中市4例（平遥县4例），运城市3例（新绛县2例，河津市1例），晋城市1例（沁水县1例）。新增疑似病例21例。截至2月3日24时，山西省11个市累计报告新型冠状病?展开c,人民网,2020年02月04日06:59?来自搜狗高速浏览器,https://weibo.com/2286908003?refer_flag=1001030103_,4.47E+15,2286908003,都第几天了，附近的药房还是没有口罩卖,2020/2/4 7:37,#NAME?
#新冠肺炎最新动态#【#山西新增8例累计确诊74例#】2020年2月3日0时至24时，山西省报告新型冠状病毒感染的肺炎新增确诊病例8例。其中：晋中市4例（平遥县4例），运城市3例（新绛县2例，河津市1例），晋城市1例（沁水县1例）。新增疑似病例21例。截至2月3日24时，山西省11个市累计报告新型冠状病?展开c,人民网,2020年02月04日06:59?来自搜狗高速浏览器,https://weibo.com/2286908003?refer_flag=1001030103_,4.47E+15,2286908003,每天看到数字，心里就有点不舒服，但愿人间无疾苦，天佑中华???,2020/2/4 6:59,buycolas
#新冠肺炎最新动态#【#山西新增8例累计确诊74例#】2020年2月3日0时至24时，山西省报告新型冠状病毒感染的肺炎新增确诊病例8例。其中：晋中市4例（平遥县4例），运城市3例（新绛县2例，河津市1例），晋城市1例（沁水县1例）。新增疑似病例21例。截至2月3日24时，山西省11个市累计报告新型冠状病?展开c,人民网,2020年02月04日06:59?来自搜狗高速浏览器,https://weibo.com/2286908003?refer_flag=1001030103_,4.47E+15,2286908003,太原已经两天无增长了，加油！,2020/2/4 7:46,远芳的诗
#新冠肺炎最新动态#【#山西新增8例累计确诊74例#】2020年2月3日0时至24时，山西省报告新型冠状病毒感染的肺炎新增确诊病例8例。其中：晋中市4例（平遥县4例），运城市3例（新绛县2例，河津市1例），晋城市1例（沁水县1例）。新增疑似病例21例。截至2月3日24时，山西省11个市累计报告新型冠状病?展开c,人民网,2020年02月04日06:59?来自搜狗高速浏览器,https://weibo.com/2286908003?refer_flag=1001030103_,4.47E+15,2286908003,山西原平和河曲等地也有好几例，为什么没有上报,2020/2/4 7:46,正版白玉笛
#新冠肺炎最新动态#【#山西新增8例累计确诊74例#】2020年2月3日0时至24时，山西省报告新型冠状病毒感染的肺炎新增确诊病例8例。其中：晋中市4例（平遥县4例），运城市3例（新绛县2例，河津市1例），晋城市1例（沁水县1例）。新增疑似病例21例。截至2月3日24时，山西省11个市累计报告新型冠状病?展开c,人民网,2020年02月04日06:59?来自搜狗高速浏览器,https://weibo.com/2286908003?refer_flag=1001030103_,4.47E+15,2286908003,山西挺住,2020/2/4 7:21,清醒的愚人
#新冠肺炎最新动态#【#山西新增8例累计确诊74例#】2020年2月3日0时至24时，山西省报告新型冠状病毒感染的肺炎新增确诊病例8例。其中：晋中市4例（平遥县4例），运城市3例（新绛县2例，河津市1例），晋城市1例（沁水县1例）。新增疑似病例21例。截至2月3日24时，山西省11个市累计报告新型冠状病?展开c,人民网,2020年02月04日06:59?来自搜狗高速浏览器,https://weibo.com/2286908003?refer_flag=1001030103_,4.47E+15,2286908003,运城挺住啊！山西挺住啊！不要再增加了???,2020/2/4 7:22,小星球长满棉花糖
#新冠肺炎最新动态#【#山西新增8例累计确诊74例#】2020年2月3日0时至24时，山西省报告新型冠状病毒感染的肺炎新增确诊病例8例。其中：晋中市4例（平遥县4例），运城市3例（新绛县2例，河津市1例），晋城市1例（沁水县1例）。新增疑似病例21例。截至2月3日24时，山西省11个市累计报告新型冠状病?展开c,人民网,2020年02月04日06:59?来自搜狗高速浏览器,https://weibo.com/2286908003?refer_flag=1001030103_,4.47E+15,2286908003,真心希望有过接触过或去过武汉的不要继续隐瞒了，生病了一定会很可怕，逃离武汉的心态大家也都明白。但是隐瞒、不上报这种行为，会给在乎你、你在乎的人带去多么大的伤害呢？你无所谓那些擦肩而过的陌生人是否生病，也无所谓自己的亲朋好友嘛？?,2020/2/4 8:54,New-tiramisu
#新冠肺炎最新动态#【#山西新增8例累计确诊74例#】2020年2月3日0时至24时，山西省报告新型冠状病毒感染的肺炎新增确诊病例8例。其中：晋中市4例（平遥县4例），运城市3例（新绛县2例，河津市1例），晋城市1例（沁水县1例）。新增疑似病例21例。截至2月3日24时，山西省11个市累计报告新型冠状病?展开c,人民网,2020年02月04日06:59?来自搜狗高速浏览器,https://weibo.com/2286908003?refer_flag=1001030103_,4.47E+15,2286908003,无论发生什么[心]一定要相信国家??无国无家[心]唯有团结[心]方可战胜一切??[心]??[心]??[心]??[心]??[心]??[心]??[心]??[心]??[心]??[心]??[心]??[心]??[心]??[心]?? [心]??[心]??[心] http://t.cn/A6PHZg31,2020/2/4 7:08,识字秀
#新冠肺炎最新动态#【#山西新增8例累计确诊74例#】2020年2月3日0时至24时，山西省报告新型冠状病毒感染的肺炎新增确诊病例8例。其中：晋中市4例（平遥县4例），运城市3例（新绛县2例，河津市1例），晋城市1例（沁水县1例）。新增疑似病例21例。截至2月3日24时，山西省11个市累计报告新型冠状病?展开c,人民网,2020年02月04日06:59?来自搜狗高速浏览器,https://weibo.com/2286908003?refer_flag=1001030103_,4.47E+15,2286908003,为什么山西的新增都是8例8例的增？是每天只能确诊8例？,2020/2/4 9:19,嘚瑟的小脚丫
#新冠肺炎最新动态#【#山西新增8例累计确诊74例#】2020年2月3日0时至24时，山西省报告新型冠状病毒感染的肺炎新增确诊病例8例。其中：晋中市4例（平遥县4例），运城市3例（新绛县2例，河津市1例），晋城市1例（沁水县1例）。新增疑似病例21例。截至2月3日24时，山西省11个市累计报告新型冠状病?展开c,人民网,2020年02月04日06:59?来自搜狗高速浏览器,https://weibo.com/2286908003?refer_flag=1001030103_,4.47E+15,2286908003,希望确诊的数字最后都变成治愈的数字,2020/2/4 7:23,花月三一
#新冠肺炎最新动态#【#山西新增8例累计确诊74例#】2020年2月3日0时至24时，山西省报告新型冠状病毒感染的肺炎新增确诊病例8例。其中：晋中市4例（平遥县4例），运城市3例（新绛县2例，河津市1例），晋城市1例（沁水县1例）。新增疑似病例21例。截至2月3日24时，山西省11个市累计报告新型冠状病?展开c,人民网,2020年02月04日06:59?来自搜狗高速浏览器,https://weibo.com/2286908003?refer_flag=1001030103_,4.47E+15,2286908003,愿冠状疫毒快快退散，愿四处无疫早早来到！,2020/2/4 9:21,微雨燕双飞0108
#新冠肺炎最新动态#【#山西新增8例累计确诊74例#】2020年2月3日0时至24时，山西省报告新型冠状病毒感染的肺炎新增确诊病例8例。其中：晋中市4例（平遥县4例），运城市3例（新绛县2例，河津市1例），晋城市1例（沁水县1例）。新增疑似病例21例。截至2月3日24时，山西省11个市累计报告新型冠状病?展开c,人民网,2020年02月04日06:59?来自搜狗高速浏览器,https://weibo.com/2286908003?refer_flag=1001030103_,4.47E+15,2286908003,山西啊！,2020/2/4 9:19,阿花阿花c
#新冠肺炎最新动态#【#山西新增8例累计确诊74例#】2020年2月3日0时至24时，山西省报告新型冠状病毒感染的肺炎新增确诊病例8例。其中：晋中市4例（平遥县4例），运城市3例（新绛县2例，河津市1例），晋城市1例（沁水县1例）。新增疑似病例21例。截至2月3日24时，山西省11个市累计报告新型冠状病?展开c,人民网,2020年02月04日06:59?来自搜狗高速浏览器,https://weibo.com/2286908003?refer_flag=1001030103_,4.47E+15,2286908003,运城加油啊，山西加油，小编辛苦啦[心],2020/2/4 7:42,就要亲你一口
#新冠肺炎最新动态#【#山西新增8例累计确诊74例#】2020年2月3日0时至24时，山西省报告新型冠状病毒感染的肺炎新增确诊病例8例。其中：晋中市4例（平遥县4例），运城市3例（新绛县2例，河津市1例），晋城市1例（沁水县1例）。新增疑似病例21例。截至2月3日24时，山西省11个市累计报告新型冠状病?展开c,人民网,2020年02月04日06:59?来自搜狗高速浏览器,https://weibo.com/2286908003?refer_flag=1001030103_,4.47E+15,2286908003,一定会好起来[悲伤],2020/2/4 7:01,虾虾无双
#新冠肺炎最新动态#【#山西新增8例累计确诊74例#】2020年2月3日0时至24时，山西省报告新型冠状病毒感染的肺炎新增确诊病例8例。其中：晋中市4例（平遥县4例），运城市3例（新绛县2例，河津市1例），晋城市1例（沁水县1例）。新增疑似病例21例。截至2月3日24时，山西省11个市累计报告新型冠状病?展开c,人民网,2020年02月04日06:59?来自搜狗高速浏览器,https://weibo.com/2286908003?refer_flag=1001030103_,4.47E+15,2286908003,我大山西加油,2020/2/4 7:04,你是所有浪漫的开始
#新冠肺炎最新动态#【#山西新增8例累计确诊74例#】2020年2月3日0时至24时，山西省报告新型冠状病毒感染的肺炎新增确诊病例8例。其中：晋中市4例（平遥县4例），运城市3例（新绛县2例，河津市1例），晋城市1例（沁水县1例）。新增疑似病例21例。截至2月3日24时，山西省11个市累计报告新型冠状病?展开c,人民网,2020年02月04日06:59?来自搜狗高速浏览器,https://weibo.com/2286908003?refer_flag=1001030103_,4.47E+15,2286908003,别了行不行 别再增加了  麻烦你们真的别胡乱跑,2020/2/4 10:08,戚薇的BlackBra
#新冠肺炎最新动态#【#山西新增8例累计确诊74例#】2020年2月3日0时至24时，山西省报告新型冠状病毒感染的肺炎新增确诊病例8例。其中：晋中市4例（平遥县4例），运城市3例（新绛县2例，河津市1例），晋城市1例（沁水县1例）。新增疑似病例21例。截至2月3日24时，山西省11个市累计报告新型冠状病?展开c,人民网,2020年02月04日06:59?来自搜狗高速浏览器,https://weibo.com/2286908003?refer_flag=1001030103_,4.47E+15,2286908003,唉,2020/2/4 9:37,麻衣崽馋王啵身子
#新冠肺炎最新动态#【#山西新增8例累计确诊74例#】2020年2月3日0时至24时，山西省报告新型冠状病毒感染的肺炎新增确诊病例8例。其中：晋中市4例（平遥县4例），运城市3例（新绛县2例，河津市1例），晋城市1例（沁水县1例）。新增疑似病例21例。截至2月3日24时，山西省11个市累计报告新型冠状病?展开c,人民网,2020年02月04日06:59?来自搜狗高速浏览器,https://weibo.com/2286908003?refer_flag=1001030103_,4.47E+15,2286908003,吕梁四天没增长了，加油挺住,2020/2/4 9:30,-可爱的害羞鬼-_-
#新冠肺炎最新动态#【#山西新增8例累计确诊74例#】2020年2月3日0时至24时，山西省报告新型冠状病毒感染的肺炎新增确诊病例8例。其中：晋中市4例（平遥县4例），运城市3例（新绛县2例，河津市1例），晋城市1例（沁水县1例）。新增疑似病例21例。截至2月3日24时，山西省11个市累计报告新型冠状病?展开c,人民网,2020年02月04日06:59?来自搜狗高速浏览器,https://weibo.com/2286908003?refer_flag=1001030103_,4.47E+15,2286908003,山西的宝宝们，你们好棒[赞][哈哈]加油控制，争取数字为0,2020/2/4 7:08,0我不是一定要你回来0
#新冠肺炎最新动态#【#山西新增8例累计确诊74例#】2020年2月3日0时至24时，山西省报告新型冠状病毒感染的肺炎新增确诊病例8例。其中：晋中市4例（平遥县4例），运城市3例（新绛县2例，河津市1例），晋城市1例（沁水县1例）。新增疑似病例21例。截至2月3日24时，山西省11个市累计报告新型冠状病?展开c,人民网,2020年02月04日06:59?来自搜狗高速浏览器,https://weibo.com/2286908003?refer_flag=1001030103_,4.47E+15,2286908003,据说我们山西的前线医院也没物资了，怎么办呀[委屈],2020/2/4 10:40,石璐北
#新冠肺炎最新动态#【#山西新增8例累计确诊74例#】2020年2月3日0时至24时，山西省报告新型冠状病毒感染的肺炎新增确诊病例8例。其中：晋中市4例（平遥县4例），运城市3例（新绛县2例，河津市1例），晋城市1例（沁水县1例）。新增疑似病例21例。截至2月3日24时，山西省11个市累计报告新型冠状病?展开c,人民网,2020年02月04日06:59?来自搜狗高速浏览器,https://weibo.com/2286908003?refer_flag=1001030103_,4.47E+15,2286908003,江西鄱阳昨天一天增加17列。都没人知道,2020/2/4 7:05,我能改网名吗
#新冠肺炎最新动态#【#山西新增8例累计确诊74例#】2020年2月3日0时至24时，山西省报告新型冠状病毒感染的肺炎新增确诊病例8例。其中：晋中市4例（平遥县4例），运城市3例（新绛县2例，河津市1例），晋城市1例（沁水县1例）。新增疑似病例21例。截至2月3日24时，山西省11个市累计报告新型冠状病?展开c,人民网,2020年02月04日06:59?来自搜狗高速浏览器,https://weibo.com/2286908003?refer_flag=1001030103_,4.47E+15,2286908003,山西这个加速度有点吓人……山西加油啊！！！病毒来了就闹他啊！！！,2020/2/4 8:22,董富贵的下一个五年
#新冠肺炎最新动态#【#山西新增8例累计确诊74例#】2020年2月3日0时至24时，山西省报告新型冠状病毒感染的肺炎新增确诊病例8例。其中：晋中市4例（平遥县4例），运城市3例（新绛县2例，河津市1例），晋城市1例（沁水县1例）。新增疑似病例21例。截至2月3日24时，山西省11个市累计报告新型冠状病?展开c,人民网,2020年02月04日06:59?来自搜狗高速浏览器,https://weibo.com/2286908003?refer_flag=1001030103_,4.47E+15,2286908003,加油,2020/2/4 9:52,尤加利树上的熊
#新冠肺炎最新动态#【#山西新增8例累计确诊74例#】2020年2月3日0时至24时，山西省报告新型冠状病毒感染的肺炎新增确诊病例8例。其中：晋中市4例（平遥县4例），运城市3例（新绛县2例，河津市1例），晋城市1例（沁水县1例）。新增疑似病例21例。截至2月3日24时，山西省11个市累计报告新型冠状病?展开c,人民网,2020年02月04日06:59?来自搜狗高速浏览器,https://weibo.com/2286908003?refer_flag=1001030103_,4.47E+15,2286908003,能不能看看小县城啊 家门口超市里都没啥菜了 鸡蛋也没了 我知道现在疫情严重 但是没有食物蔬菜供给也很难过啊,2020/2/4 9:28,在追月亮-
#新冠肺炎最新动态#【#山西新增8例累计确诊74例#】2020年2月3日0时至24时，山西省报告新型冠状病毒感染的肺炎新增确诊病例8例。其中：晋中市4例（平遥县4例），运城市3例（新绛县2例，河津市1例），晋城市1例（沁水县1例）。新增疑似病例21例。截至2月3日24时，山西省11个市累计报告新型冠状病?展开c,人民网,2020年02月04日06:59?来自搜狗高速浏览器,https://weibo.com/2286908003?refer_flag=1001030103_,4.47E+15,2286908003,山西加油啊啊啊！！！！！,2020/2/4 7:33,哭小点声_
#新冠肺炎最新动态#【#山西新增8例累计确诊74例#】2020年2月3日0时至24时，山西省报告新型冠状病毒感染的肺炎新增确诊病例8例。其中：晋中市4例（平遥县4例），运城市3例（新绛县2例，河津市1例），晋城市1例（沁水县1例）。新增疑似病例21例。截至2月3日24时，山西省11个市累计报告新型冠状病?展开c,人民网,2020年02月04日06:59?来自搜狗高速浏览器,https://weibo.com/2286908003?refer_flag=1001030103_,4.47E+15,2286908003,希望一切慢慢好起来，国泰民安[心][心][心],2020/2/4 7:00,爱猫的狮子座--
#新冠肺炎最新动态#【#山西新增8例累计确诊74例#】2020年2月3日0时至24时，山西省报告新型冠状病毒感染的肺炎新增确诊病例8例。其中：晋中市4例（平遥县4例），运城市3例（新绛县2例，河津市1例），晋城市1例（沁水县1例）。新增疑似病例21例。截至2月3日24时，山西省11个市累计报告新型冠状病?展开c,人民网,2020年02月04日06:59?来自搜狗高速浏览器,https://weibo.com/2286908003?refer_flag=1001030103_,4.47E+15,2286908003,辽宁省沈阳市铁西公安分局 1.案发当天对我辱骂恐吓，拒绝对方三人殴打我立案（有录音） 2.我母亲被推倒受伤 当天警员多次拒绝去案发现场取证的请求，并明确告知，若我母亲有问题 就是她们推的，不用踩证（有录音） 3.警察以证据不足搁置案件，至今已2年余，甚至拉黑我联系方式，拒绝回复，让我随便投诉,2020/2/4 9:00,不放弃2020武汉加油
#新冠肺炎最新动态#【#山西新增8例累计确诊74例#】2020年2月3日0时至24时，山西省报告新型冠状病毒感染的肺炎新增确诊病例8例。其中：晋中市4例（平遥县4例），运城市3例（新绛县2例，河津市1例），晋城市1例（沁水县1例）。新增疑似病例21例。截至2月3日24时，山西省11个市累计报告新型冠状病?展开c,人民网,2020年02月04日06:59?来自搜狗高速浏览器,https://weibo.com/2286908003?refer_flag=1001030103_,4.47E+15,2286908003,希望别瞒报。真的没必要//@喜欢土豆的兜兜:希望山西好多地方千万别隐瞒，确诊病例出现得多没有关系，这样才能真正让大家了解和真正让疫情可控???,2020/2/4 13:28,红莲水榭的传善斋主人
#新冠肺炎最新动态#【#山西新增8例累计确诊74例#】2020年2月3日0时至24时，山西省报告新型冠状病毒感染的肺炎新增确诊病例8例。其中：晋中市4例（平遥县4例），运城市3例（新绛县2例，河津市1例），晋城市1例（沁水县1例）。新增疑似病例21例。截至2月3日24时，山西省11个市累计报告新型冠状病?展开c,人民网,2020年02月04日06:59?来自搜狗高速浏览器,https://weibo.com/2286908003?refer_flag=1001030103_,4.47E+15,2286908003,我也觉得是//@大吉大利的三三:希望长治别隐瞒,2020/2/4 13:27,红莲水榭的传善斋主人
#新冠肺炎最新动态#【#山西新增8例累计确诊74例#】2020年2月3日0时至24时，山西省报告新型冠状病毒感染的肺炎新增确诊病例8例。其中：晋中市4例（平遥县4例），运城市3例（新绛县2例，河津市1例），晋城市1例（沁水县1例）。新增疑似病例21例。截至2月3日24时，山西省11个市累计报告新型冠状病?展开c,人民网,2020年02月04日06:59?来自搜狗高速浏览器,https://weibo.com/2286908003?refer_flag=1001030103_,4.47E+15,2286908003,山西人遇事不怕事！抗击病毒！ 闹他！[拳头][拳头][拳头],2020/2/4 12:46,一只絮乱兴
